Agency Abbreviation,Bureau Name,Program Account/Fund,Public Law,Program Name (if different),Appropriated,Announced/Allocated,Obligated,Outlayed,State,Date,Funding Source,Disaster Number
DHS-FEMA,Federal Emergency Management Agency,Disaster Assistance Direct Loan Program Account,N/A,Community Disaster Loans,$0.00,"$89,666,887.00","$89,666,887.00","$79,550,872.95",PR,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4473DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Assistance Direct Loan Program Account,N/A,Community Disaster Loans,$0.00,"$946,371.00","$946,371.00","$416,000.00",SC,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4542DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Assistance Direct Loan Program Account,N/A,Community Disaster Loans,$0.00,"$1,402,150.00","$1,402,150.00","$1,402,150.00",OR,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4562DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Assistance Direct Loan Program Account,N/A,Community Disaster Loans,$0.00,"$18,668,594.00","$18,668,594.00","$11,612,890.81",LA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4611DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Assistance Direct Loan Program Account,N/A,Community Disaster Loans,$0.00,"$146,301.00","$146,301.00",,CA,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4619DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Assistance Direct Loan Program Account,N/A,Community Disaster Loans,$0.00,"$715,768.00","$715,768.00",,KY,30-Sep-23,FEMA and SBA Funding 2020-2022 Disasters,4630DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$6,477,687.62","$6,477,687.62","$6,437,930.97",GA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4294DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$8,789,942.44","$8,789,942.44","$8,783,092.44",MS,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4295DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$1,222,106.20","$1,222,106.20","$1,222,106.20",OR,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4296DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$15,915,896.66","$15,915,896.66","$15,817,177.68",GA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4297DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$4,008,980.73","$4,008,980.73","$4,008,980.73",SD,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4298DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$1,347,549.40","$1,347,549.40","$1,347,549.40",OK,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4299DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$5,822,168.97","$5,822,168.97","$5,822,168.97",LA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4300DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$17,541,024.57","$17,541,024.57","$17,119,009.91",CA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4301DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$179,090.88","$179,090.88","$179,090.88",CA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4302DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$8,943,976.70","$8,943,976.70","$8,942,079.77",NV,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4303DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$2,768,868.08","$2,768,868.08","$2,768,868.08",KS,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4304DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$17,995,735.77","$17,995,735.77","$17,572,636.34",CA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4305DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$230,485.37","$230,485.37","$230,485.37",WY,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4306DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$2,609,860.79","$2,609,860.79","$2,597,049.92",NV,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4307DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$78,227,143.26","$78,227,143.26","$76,689,613.74",CA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4308DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$8,798,858.49","$8,798,858.49","$8,789,807.90",WA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4309DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$4,746,735.15","$4,746,735.15","$4,746,735.15",ID,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4310DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$2,648,204.33","$2,648,204.33","$2,648,204.33",UT,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4311DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$184,023.37","$184,023.37","$169,361.83",CA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4312DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$3,083,296.48","$3,083,296.48","$3,079,107.83",ID,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4313DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$2,131,158.99","$2,131,158.99","$2,131,158.99",MS,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4314DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$5,559,914.10","$5,559,914.10","$5,559,914.10",OK,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4315DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$277,395.90","$277,395.90","$277,395.90",NH,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4316DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$50,698,643.51","$50,698,643.51","$50,694,079.25",MO,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4317DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$14,511,048.34","$14,511,048.34","$14,511,048.34",AR,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4318DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$5,803,496.50","$5,803,496.50","$5,803,496.50",KS,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4319DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$2,180,852.88","$2,180,852.88","$2,180,852.88",TN,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4320DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$2,084,245.03","$2,084,245.03","$2,084,245.03",NE,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4321DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$3,584,390.27","$3,584,390.27","$3,578,175.79",NY,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4322DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$5,459,366.32","$5,459,366.32","$5,459,366.32",ND,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4323DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$2,552,131.36","$2,552,131.36","$2,552,131.36",OK,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4324DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$2,342,562.40","$2,342,562.40","$2,338,876.09",NE,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4325DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$4,959,201.84","$4,959,201.84","$4,938,129.24",MI,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4326DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$3,536,142.25","$3,536,142.25","$3,536,142.25",WY,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4327DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$937,946.74","$937,946.74","$937,946.74",OR,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4328DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$3,292,703.01","$3,292,703.01","$3,292,703.01",NH,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4329DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$3,834,034.74","$3,834,034.74","$3,834,034.74",VT,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4330DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$6,627,930.17","$6,627,930.17","$6,626,286.43",WV,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4331DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$1,794,466,928.22","$1,794,466,928.22","$1,785,881,708.70",TX,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4332DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$537,205.26","$537,205.26","$537,205.26",ID,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4333DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$2,228,407.06","$2,228,407.06","$2,228,407.06",IA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4334DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$103,940,564.12","$103,940,564.12","$103,529,664.53",USVI,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4335DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$39,799,973.21","$39,799,973.21","$39,144,019.84",PR,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4336DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$984,512,879.49","$984,512,879.49","$974,093,274.59",FL,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4337DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$52,425,401.07","$52,425,401.07","$52,372,477.35",GA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4338DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$3,526,222,364.94","$3,526,222,364.94","$3,473,364,247.82",PR,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4339DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$570,330,970.22","$570,330,970.22","$551,848,566.47",USVI,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4340DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$2,490,865.50","$2,490,865.50","$2,490,865.50",FL,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4341DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$1,495,878.59","$1,495,878.59","$1,491,130.51",ID,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4342DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$3,479,491.36","$3,479,491.36","$3,479,491.36",WI,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4343DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$62,726,748.27","$62,726,748.27","$61,149,071.78",CA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4344DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$4,977,386.44","$4,977,386.44","$4,790,510.68",LA,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4345DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$9,324,858.21","$9,324,858.21","$9,324,858.21",SC,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4346DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$3,870,147.72","$3,870,147.72","$3,870,147.72",KS,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4347DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$5,016,830.02","$5,016,830.02","$5,013,194.62",NY,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4348DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$473,165.81","$473,165.81","$473,165.81",AL,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4349DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$1,938,938.14","$1,938,938.14","$1,938,938.14",MS,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4350DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$1,163,936.90","$1,163,936.90","$1,163,936.90",AK,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4351DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$270,001.57","$270,001.57","$270,001.57",NM,30-Sep-23,"FEMA and SBA Funding for Harvey, Irma, Maria, 2017 CA Wildfires, and Other 2017 Disasters",4352DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$16,636,704.88","$16,636,704.88","$15,509,092.03",CA,30-Sep-23,"FEMA and SBA Funding for Michael, Florence, 2018 CA Wildfires, and Other 2018-2019 Disasters",4353DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$10,320,386.72","$10,320,386.72","$10,320,386.72",ME,30-Sep-23,"FEMA and SBA Funding for Michael, Florence, 2018 CA Wildfires, and Other 2018-2019 Disasters",4354DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$11,547,658.53","$11,547,658.53","$11,547,578.05",NH,30-Sep-23,"FEMA and SBA Funding for Michael, Florence, 2018 CA Wildfires, and Other 2018-2019 Disasters",4355DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$1,527,504.11","$1,527,504.11","$1,527,238.61",VT,30-Sep-23,"FEMA and SBA Funding for Michael, Florence, 2018 CA Wildfires, and Other 2018-2019 Disasters",4356DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$9,715,717.74","$9,715,717.74","$9,366,215.86",AS,30-Sep-23,"FEMA and SBA Funding for Michael, Florence, 2018 CA Wildfires, and Other 2018-2019 Disasters",4357DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$5,101,819.79","$5,101,819.79","$5,101,819.79",KY,30-Sep-23,"FEMA and SBA Funding for Michael, Florence, 2018 CA Wildfires, and Other 2018-2019 Disasters",4358DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$7,785,209.94","$7,785,209.94","$7,737,600.80",WV,30-Sep-23,"FEMA and SBA Funding for Michael, Florence, 2018 CA Wildfires, and Other 2018-2019 Disasters",4359DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$16,202,352.45","$16,202,352.45","$16,196,385.85",OH,30-Sep-23,"FEMA and SBA Funding for Michael, Florence, 2018 CA Wildfires, and Other 2018-2019 Disasters",4360DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$7,652,353.31","$7,652,353.31","$7,652,353.31",KY,30-Sep-23,"FEMA and SBA Funding for Michael, Florence, 2018 CA Wildfires, and Other 2018-2019 Disasters",4361DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$7,660,629.55","$7,660,629.55","$7,628,239.55",AL,30-Sep-23,"FEMA and SBA Funding for Michael, Florence, 2018 CA Wildfires, and Other 2018-2019 Disasters",4362DR
DHS-FEMA,Federal Emergency Management Agency,Disaster Relief Fund,N/A,ADMINISTRATION,$0.00,"$11,454,788.06","$11,454,788.06","$11,454,788.06",IN,30-Sep-23,"FEMA and SBA Funding for Michael, Florence, 2018 CA Wildfires, and Other 2018-2019 Disasters",4363DR
